OPEID,CITY,INSTNM,INSTURL,STABBR
318500,Tulsa,University of Tulsa,www.utulsa.edu,OK
243900,Tougaloo,Tougaloo College,www.tougaloo.edu,MS
131300,Davis,University of California-Davis,www.ucdavis.edu,CA
323700,Bryn Mawr,Bryn Mawr College,www.brynmawr.edu,PA
200400,New Orleans,Dillard University,www.dillard.edu,LA
228800,Rochester Hills,Rochester College,www.rc.edu,MI
121500,Riverside,La Sierra University,www.lasierra.edu,CA
256700,York,York College,www.york.edu/,NE
679100,Purchase,SUNY at Purchase College,www.purchase.edu,NY
380300,Walla Walla,Whitman College,www.whitman.edu,WA
187100,Mount Pleasant,Iowa Wesleyan University,www.iw.edu,IA
283800,Stony Brook,Stony Brook University,www.stonybrook.edu,NY
382600,Institute,West Virginia State University,www.wvstateu.edu,WV
395500,Pensacola,The University of West Florida,uwf.edu,FL
284600,New Paltz,State University of New York at New Paltz,www.newpaltz.edu,NY
124900,Los Angeles,Occidental College,www.oxy.edu,CA
106100,Anchorage,Alaska Pacific University,www.alaskapacific.edu,AK
293600,Charlotte,Johnson C Smith University,www.jcsu.edu,NC
897600,Morrow,Clayton  State University,www.clayton.edu,GA
380600,Philippi,Alderson Broaddus University,www.ab.edu/,WV
314700,Muskogee,Bacone College,www.bacone.edu,OK
298100,Cullowhee,Western Carolina University,www.wcu.edu,NC
206800,Baltimore,Coppin State University,www.coppin.edu,MD
398100,Winston-Salem,University of North Carolina School of the Arts,www.uncsa.edu/,NC
295000,Durham,North Carolina Central University,www.nccu.edu,NC
349900,Jackson,Lane College,www.lanecollege.edu,TN
201500,New Orleans,University of New Orleans,www.uno.edu,LA
260900,Glassboro,Rowan University,www.rowan.edu,NJ
142800,Dover,Delaware State University,www.desu.edu,DE
342400,Orangeburg,Claflin University,www.claflin.edu,SC
263900,Hoboken,Stevens Institute of Technology,www.stevens.edu,NJ
144400,Washington,George Washington University,www.gwu.edu,DC
152100,Lakeland,Southeastern University,www.seu.edu/,FL
200600,Grambling,Grambling State University,www.gram.edu,LA
283600,Vestal,SUNY at Binghamton,www.binghamton.edu,NY
104700,Troy,Troy University,www.troy.edu,AL
194500,Sterling,Sterling College,www.sterling.edu,KS
375300,Lexington,Virginia Military Institute,www.vmi.edu,VA
113700,Fullerton,California State University-Fullerton,www.fullerton.edu,CA
254700,Omaha,Grace University,https://www.graceuniversity.edu/,NE
148800,Lakeland,Florida Southern College,www.flsouthern.edu,FL
206700,Takoma Park,Washington Adventist University,www.wau.edu,MD
123600,Atherton,Menlo College,www.menlo.edu,CA
396900,Minneapolis,University of Minnesota-Twin Cities,www1.umn.edu/twincities/index.php,MN
266300,Albuquerque,University of New Mexico-Main Campus,www.unm.edu,NM
232200,Hancock,Finlandia University,www.finlandia.edu,MI
339900,York,York College Pennsylvania,www.ycp.edu,PA
2069000,New York,New York School of Interior Design,www.nysid.edu,NY
153500,Gainesville,University of Florida,www.ufl.edu/,FL
677100,Detroit,College for Creative Studies,www.collegeforcreativestudies.edu,MI
196000,Louisville,Spalding University,www.spalding.edu,KY
349400,Madisonville,Hiwassee College,www.hiwassee.edu,TN
143400,Washington,American University,WWW.AMERICAN.EDU,DC
294800,Montreat,Montreat College,www.montreat.edu,NC
295600,Winston-Salem,Piedmont International University,www.piedmontu.edu,NC
146600,Miami,Barry University,www.barry.edu,FL
212400,Waltham,Bentley University,www.bentley.edu,MA
356000,Dallas,Dallas Baptist University,www.dbu.edu,TX
1039500,San Diego,University of San Diego,www.sandiego.edu,CA
348500,Lebanon,Cumberland University,www.cumberland.edu,TN
121600,La Verne,University of La Verne,www.laverne.edu/,CA
381300,Glenville,Glenville State College,www.glenville.edu,WV
303500,Columbus,Ohio Dominican University,www.ohiodominican.edu,OH
285800,Farmingdale,Farmingdale State College,www.farmingdale.edu/,NY
965100,Laredo,Texas A & M International University,www.tamiu.edu/,TX
695100,Spartanburg,University of South Carolina-Upstate,www.uscupstate.edu,SC
294900,Mount Olive,University of Mount Olive,www.umo.edu,NC
367000,Provo,Brigham Young University-Provo,www.byu.edu,UT
116400,Orange,Chapman University,www.chapman.edu,CA
373800,Buena Vista,Southern Virginia University,www.svu.edu,VA
295500,Misenheimer,Pfeiffer University,www.pfeiffer.edu,NC
371300,Hampden-Sydney,Hampden-Sydney College,www.hsc.edu,VA
154400,Albany,Albany State University,www.asurams.edu/,GA
350900,Memphis,University of Memphis,www.memphis.edu,TN
385000,Manitowoc,Silver Lake College of the Holy Family,www.sl.edu/,WI
125800,Angwin,Pacific Union College,www.puc.edu,CA
194300,Leavenworth,University of Saint Mary,www.stmary.edu,KS
170800,Lincoln,Lincoln Christian University,www.lincolnchristian.edu,IL
196800,Frankfort,Kentucky State University,www.kysu.edu,KY
196500,Grayson,Kentucky Christian University,www.kcu.edu,KY
2169100,Johnson City,Davis College,www.davisny.edu/,NY
370400,Bridgewater,Bridgewater College,www.bridgewater.edu/about-us,VA
356500,Commerce,Texas A & M University-Commerce,www.tamuc.edu/,TX
284900,Plattsburgh,SUNY College at Plattsburgh,www.plattsburgh.edu,NY
103300,Huntsville,Oakwood University,www.oakwood.edu,AL
789300,Saint Augustine,Flagler College-St Augustine,www.flagler.edu,FL
210300,College Park,University of Maryland-College Park,www.umd.edu,MD
272200,Bronx,Fordham University,www.fordham.edu,NY
284800,Oswego,SUNY College at Oswego,www.oswego.edu/,NY
157500,Barnesville,Gordon State College,www.gordonstate.edu,GA
144800,Washington,Howard University,www.howard.edu,DC
228400,Detroit,Marygrove College,www.marygrove.edu,MI
353600,Dayton,Bryan College-Dayton,www.bryan.edu,TN
364700,San Antonio,Trinity University,www.trinity.edu,TX
362000,Georgetown,Southwestern University,www.southwestern.edu,TX
160100,Carrollton,University of West Georgia,www.westga.edu,GA
663900,Green Bay,Bellin College,www.bellincollege.edu,WI
150900,Fort Lauderdale,Nova Southeastern University,www.nova.edu,FL
363600,Fort Worth,Texas Christian University,www.tcu.edu/,TX
148000,Tallahassee,Florida Agricultural and Mechanical University,www.famu.edu,FL
284100,Brockport,SUNY College at Brockport,www.brockport.edu,NY
264200,Ewing,The College of New Jersey,www.tcnj.edu,NJ
292600,Elizabeth City,Elizabeth City State University,www.ecsu.edu,NC
190500,North Newton,Bethel College-North Newton,www.bethelks.edu,KS
156300,Franklin Springs,Emmanuel College,www.ec.edu,GA
214600,Boston,Emerson College,www.emerson.edu,MA
105000,Tuskegee,Tuskegee University,www.tuskegee.edu,AL
195800,Owensboro,Brescia University,www.brescia.edu,KY
338800,Villanova,Villanova University,www.villanova.edu,PA
132600,Santa Clara,Santa Clara University,www.scu.edu,CA
358400,Longview,LeTourneau University,www.letu.edu,TX
206500,Baltimore,Notre Dame of Maryland University,www.ndm.edu,MD
359800,San Antonio,Our Lady of the Lake University,www.ollusa.edu,TX
395400,Orlando,University of Central Florida,www.ucf.edu/,FL
190800,McPherson,Central Christian College of Kansas,www.centralchristian.edu,KS
176800,Chicago,Saint Xavier University,WWW.SXU.EDU,IL
361900,Keene,Southwestern Adventist University,www.swau.edu/,TX
348200,Memphis,Christian Brothers University,www.cbu.edu,TN
167400,Charleston,Eastern Illinois University,https://www.eiu.edu/,IL
186600,Lamoni,Graceland University-Lamoni,www.graceland.edu,IA
284700,Oneonta,SUNY Oneonta,www.oneonta.edu,NY
141700,Storrs,University of Connecticut,uconn.edu/,CT
160400,Young Harris,Young Harris College,www.yhc.edu,GA
332900,University Park,Pennsylvania State University-Main Campus,www.psu.edu/,PA
292800,Fayetteville,Fayetteville State University,www.uncfsu.edu,NC
244700,Hattiesburg,William Carey University,www.wmcarey.edu,MS
353700,Abilene,Abilene Christian University,www.acu.edu,TX
154000,Babson Park,Webber International University,www.webber.edu,FL
166400,Joliet,University of St Francis,www.stfrancis.edu,IL
169100,Chicago,Illinois Institute of Technology,www.iit.edu,IL
173700,Dekalb,Northern Illinois University,www.niu.edu,IL
342700,Hartsville,Coker College,www.coker.edu,SC
105100,Tuscaloosa,The University of Alabama,www.ua.edu/,AL
285100,Syracuse,SUNY College of Environmental Science and Forestry,www.esf.edu,NY
238200,Northfield,St Olaf College,wp.stolaf.edu,MN
342500,Clemson,Clemson University,www.clemson.edu,SC
297200,Raleigh,North Carolina State University at Raleigh,www.ncsu.edu,NC
3941300,Ave Maria,Ave Maria University,www.avemaria.edu,FL
104100,Mobile,Spring Hill College,www.shc.edu,AL
114400,Pomona,California State Polytechnic University-Pomona,www.cpp.edu,CA
153800,Tampa,The University of Tampa,www.ut.edu,FL
154700,West Point,Point University,point.edu,GA
364200,Houston,Texas Southern University,www.tsu.edu,TX
244900,Kansas City,Avila University,www.Avila.edu,MO
343600,Gaffney,Limestone College,www.limestone.edu,SC
256300,Lincoln,Union College,www.ucollege.edu,NE
220800,Boston,Simmons College,www.simmons.edu,MA
324300,Allentown,Cedar Crest College,www.cedarcrest.edu,PA
2106400,Franklin,O'More College of Design,www.omorecollege.edu,TN
361300,Dallas,Southern Methodist University,www.smu.edu,TX
363100,Stephenville,Tarleton State University,www.tarleton.edu,TX
100200,Normal,Alabama A & M University,www.aamu.edu/,AL
319100,Portland,Concordia University-Portland,www.cu-portland.edu,OR
285300,Throggs Neck,SUNY Maritime College,www.sunymaritime.edu,NY
1164900,Los Angeles,Loyola Marymount University,www.lmu.edu,CA
963500,Miami,Florida International University,www.fiu.edu,FL
193900,Wichita,Newman University,www.newmanu.edu,KS
115300,Northridge,California State University-Northridge,www.csun.edu,CA
214500,Quincy,Eastern Nazarene College,www.enc.edu,MA
248000,Saint Charles,Lindenwood University,www.lindenwood.edu,MO
147800,Jacksonville,Edward Waters College,www.ewc.edu,FL
309000,Columbus,Ohio State University-Main Campus,www.osu.edu/,OH
279800,Brooklyn,Pratt Institute-Main,www.pratt.edu,NY
337900,Pittsburgh,University of Pittsburgh-Pittsburgh Campus,www.pitt.edu,PA
1026600,Moore,Hillsdale Free Will Baptist College,www.hc.edu,OK
153700,Tampa,University of South Florida-Main Campus,www.usf.edu,FL
284400,Fredonia,SUNY at Fredonia,www.fredonia.edu,NY
288200,Syracuse,Syracuse University,syr.edu/,NY
100500,Montgomery,Alabama State University,www.alasu.edu,AL
295100,Rocky Mount,North Carolina Wesleyan College,www.ncwc.edu,NC
1055400,Selma,Concordia College Alabama,www.ccal.edu/,AL
934400,Mahwah,Ramapo College of New Jersey,www.ramapo.edu,NJ
301800,Bowling Green,Bowling Green State University-Main Campus,www.bgsu.edu,OH
101200,Birmingham,Birmingham Southern College,www.bsc.edu/,AL
157700,Kennesaw,Kennesaw State University,www.kennesaw.edu,GA
332800,West Chester,West Chester University of Pennsylvania,www.wcupa.edu,PA
343100,Spartanburg,Converse College,www.converse.edu,SC
251200,Columbia,Stephens College,www.stephens.edu,MO
202500,Baton Rouge,Southern University and A & M College,www.subr.edu,LA
344500,Clinton,Presbyterian College,https://www.presby.edu,SC
3440300,Memphis,Baptist Memorial College of Health Sciences,www.bchs.edu,TN
166600,River Forest,Concordia University-Chicago,www.cuchicago.edu,IL
292700,Elon,Elon University,www.elon.edu,NC
159400,Atlanta,Spelman College,www.spelman.edu,GA
179900,Goshen,Goshen College,www.goshen.edu,IN
159900,Valdosta,Valdosta State University,www.valdosta.edu,GA
208000,Baltimore,Maryland Institute College of Art,www.mica.edu,MD
285400,Alfred,SUNY College of Technology at Alfred,www.alfredstate.edu,NY
354300,Sherman,Austin College,www.austincollege.edu,TX
201100,Alexandria,Louisiana State University-Alexandria,www.lsua.edu,LA
173500,Chicago,North Park University,www.northpark.edu,IL
385400,Plymouth,Lakeland College,www.lakeland.edu,WI
174800,Rockford,Rockford University,www.rockford.edu,IL
132900,Stockton,University of the Pacific,www.pacific.edu,CA
178500,Anderson,Anderson University,www.anderson.edu,IN
182400,Oakland City,Oakland City University,www.oak.edu,IN
206200,Bowie,Bowie State University,www.bowiestate.edu,MD
379800,Seattle,University of Washington-Seattle Campus,www.washington.edu,WA
156100,Columbus,Columbus State University,www.columbusstate.edu,GA
157800,Lagrange,LaGrange College,www.lagrange.edu,GA
185400,Cedar Rapids,Coe College,www.coe.edu,IA
354500,Waco,Baylor University,www.baylor.edu,TX
148900,Tallahassee,Florida State University,www.fsu.edu,FL
1203100,Santee,San Diego Christian College,www.sdcc.edu,CA
2159600,Graceville,The Baptist College of Florida,www.baptistcollege.edu,FL
348600,Nashville,Lipscomb University,www.lipscomb.edu,TN
168400,Greenville,Greenville College,www.greenville.edu,IL
132100,Santa Cruz,University of California-Santa Cruz,www.ucsc.edu/,CA
159800,Athens,University of Georgia,www.uga.edu,GA
203100,Lafayette,University of Louisiana at Lafayette,www.louisiana.edu,LA
283500,Albany,SUNY at Albany,www.albany.edu,NY
364100,Seguin,Texas Lutheran University,www.tlu.edu,TX
370600,Newport News,Christopher Newport University,www.cnu.edu,VA
294600,Fayetteville,Methodist University,www.methodist.edu,NC
356400,Marshall,East Texas Baptist University,www.etbu.edu,TX
301600,Bluffton,Bluffton University,www.bluffton.edu,OH
1167800,Utica,SUNY Polytechnic Institute,www.sunyit.edu,NY
285900,Morrisville,Morrisville State College,www.morrisville.edu,NY
170900,Lincoln,Lincoln College,lincolncollege.edu,IL
349500,Knoxville,Johnson University,www.johnsonu.edu/Home.aspx,TN
182100,Indianapolis,Marian University,www.marian.edu,IN
371500,Roanoke,Hollins University,www.hollins.edu,VA
290100,Aurora,Wells College,www.wells.edu,NY
179200,Greencastle,DePauw University,www.depauw.edu,IN
320600,Portland,Multnomah University,www.multnomah.edu,OR
349600,Bristol,King University,www.king.edu,TN
143300,Dover,Wesley College,www.wesley.edu,DE
711300,Phoenix,Arizona Christian University,www.arizonachristian.edu,AZ
344000,Newberry,Newberry College,www.newberry.edu,SC
357100,Abilene,Hardin-Simmons University,www.hsutx.edu,TX
187900,Sioux City,Morningside College,www.morningside.edu,IA
188000,Cedar Rapids,Mount Mercy University,www.mtmercy.edu,IA
141702,Stamford,University of Connecticut-Stamford,uconn.edu/,CT
263800,Jersey City,Saint Peter's University,www.saintpeters.edu,NJ
389500,Madison,University of Wisconsin-Madison,www.wisc.edu,WI
346700,Aberdeen,Presentation College,www.presentation.edu,SD
109300,Conway,Central Baptist College,www.cbc.edu,AR
290500,Greensboro,North Carolina A & T State University,www.ncat.edu,NC
118300,Oakland,Holy Names University,www.hnu.edu,CA
154001,Laurinburg,St Andrews University,www.sa.edu,NC
241400,Jackson,Millsaps College,www.millsaps.edu,MS
345000,Bluffton,University of South Carolina-Beaufort,www.uscb.edu,SC
639900,Lincoln,Bryan College of Health Sciences,www.bryanhealthcollege.edu/bcohs/,NE
129100,Redding,Simpson University,www.simpsonu.edu,CA
227900,Southfield,Lawrence Technological University,www.ltu.edu,MI
348000,McKenzie,Bethel University,www.bethelu.edu/,TN
280600,Rochester,Rochester Institute of Technology,www.rit.edu/,NY
252600,Helena,Carroll College,www.carroll.edu,MT
158800,Demorest,Piedmont College,www.piedmont.edu,GA
260000,Morristown,College of Saint Elizabeth,www.cse.edu,NJ
169300,Chicago,Northeastern Illinois University,www.neiu.edu/,IL
299400,Minot,Minot State University,www.minotstateu.edu,ND
246000,Canton,Culver-Stockton College,www.culver.edu,MO
343500,Greenwood,Lander University,www.lander.edu,SC
379900,College Place,Walla Walla University,www.wallawalla.edu,WA
283700,Buffalo,University at Buffalo,www.buffalo.edu,NY
335300,Philadelphia,University of the Sciences,www.usciences.edu,PA
336000,Rosemont,Rosemont College,www.rosemont.edu,PA
129300,Costa Mesa,Vanguard University of Southern California,www.vanguard.edu,CA
322800,Bryn Athyn,Bryn Athyn College of the New Church,www.brynathyn.edu,PA
352400,Winston Salem,Tennessee Temple University,www.tntemple.edu,NC
381100,Elkins,Davis & Elkins College,www.dewv.edu,WV
131600,Riverside,University of California-Riverside,WWW.UCR.EDU,CA
101900,Montgomery,Huntingdon College,www.huntingdon.edu,AL
102900,Mobile,University of Mobile,www.umobile.edu,AL
207200,Frostburg,Frostburg State University,www.frostburg.edu,MD
302900,Cincinnati,Cincinnati Christian University,www.CCUniversity.edu,OH
362400,Nacogdoches,Stephen F Austin State University,www.sfasu.edu,TX
298400,Wilmington,University of North Carolina Wilmington,www.uncw.edu,NC
228200,Livonia,Madonna University,www.madonna.edu,MI
341900,Charleston,Charleston Southern University,www.csuniv.edu,SC
183000,Terre Haute,Rose-Hulman Institute of Technology,www.rose-hulman.edu,IN
323500,Glenside,Arcadia University,https://www.arcadia.edu,PA
3255300,Fort Myers,Florida Gulf Coast University,www.fgcu.edu,FL
104400,Tuscaloosa,Stillman College,www.stillman.edu,AL
312700,Dayton,University of Dayton,https://www.udayton.edu,OH
177500,Champaign,University of Illinois at Urbana-Champaign,www.illinois.edu/,IL
193100,Manhattan,Manhattan Christian College,www.mccks.edu,KS
303700,Wooster,The College of Wooster,www.wooster.edu,OH
922600,Florence,Francis Marion University,www.fmarion.edu,SC
284500,Geneseo,SUNY College at Geneseo,www.geneseo.edu/,NY
209900,Towson,Towson University,www.towson.edu,MD
110100,Little Rock,University of Arkansas at Little Rock,ualr.edu/www/,AR
182500,West Lafayette,Purdue University-Main Campus,www.purdue.edu,IN
114700,Fresno,California State University-Fresno,www.csufresno.edu,CA
157400,Atlanta,Georgia State University,www.gsu.edu,GA
328500,Lancaster,Lancaster Bible College,www.LBC.edu,PA
344100,Tigerville,North Greenville University,www.ngu.edu,SC
362300,San Antonio,St Mary's University,www.stmarytx.edu/,TX
317400,Goodwell,Oklahoma Panhandle State University,www.opsu.edu,OK
103600,Birmingham,Samford University,www.samford.edu,AL
210500,Baltimore,University of Maryland-Baltimore County,www.umbc.edu,MD
370200,Danville,Averett University,www.averett.edu,VA
182700,Hammond,Purdue University-Calumet Campus,www.purduecal.edu/,IN
291600,Murfreesboro,Chowan University,www.chowan.edu/,NC
173400,Naperville,North Central College,northcentralcollege.edu,IL
321100,Klamath Falls,Oregon Institute of Technology,www.oit.edu,OR
115500,San Jose,San Jose State University,www.sjsu.edu,CA
296000,Winston-Salem,Salem College,www.salem.edu/,NC
3957400,Sarasota,New College of Florida,www.ncf.edu,FL
178600,Muncie,Ball State University,www.bsu.edu,IN
247300,Kansas City,Kansas City Art Institute,www.kcai.edu,MO
351900,Memphis,Rhodes College,www.rhodes.edu,TN
132500,San Francisco,University of San Francisco,https://www.usfca.edu,CA
298600,Winston-Salem,Winston-Salem State University,www.wssu.edu,NC
255300,Fremont,Midland University,www.midlandu.edu,NE
754000,Saint Louis,Missouri Baptist University,www.mobap.edu,MO
373300,Ashland,Randolph-Macon College,www.rmc.edu,VA
262901,Camden,Rutgers University-Camden,www.rutgers.edu,NJ
169600,Bloomington,Illinois Wesleyan University,www.iwu.edu,IL
137800,New Britain,Central Connecticut State University,www.ccsu.edu,CT
370800,Harrisonburg,Eastern Mennonite University,www.emu.edu,VA
316400,Shawnee,Oklahoma Baptist University,www.okbu.edu,OK
262900,New Brunswick,Rutgers University-New Brunswick,www.rutgers.edu/,NJ
245300,Fayette,Central Methodist University-College of Liberal Arts and Sciences,www.centralmethodist.edu/,MO
984100,Jacksonville,University of North Florida,www.unf.edu,FL
343200,Due West,Erskine College,www.erskine.edu,SC
175000,River Forest,Dominican University,www.dom.edu/,IL
141600,Bridgeport,University of Bridgeport,www.bridgeport.edu,CT
196900,Owensboro,Kentucky Wesleyan College,WWW.KWC.EDU,KY
297600,Greensboro,University of North Carolina at Greensboro,www.uncg.edu,NC
381800,Charleston,University of Charleston,www.ucwv.edu,WV
223500,Albion,Albion College,www.albion.edu,MI
155400,Mount Berry,Berry College,www.berry.edu,GA
113300,Thousand Oaks,California Lutheran University,www.callutheran.edu/,CA
298900,Dickinson,Dickinson State University,www.dickinsonstate.edu,ND
367800,Cedar City,Southern Utah University,www.suu.edu/,UT
347700,Nashville,Aquinas College,www.aquinascollege.edu,TN
200700,Pineville,Louisiana College,www.lacollege.edu,LA
114000,Los Angeles,California State University-Los Angeles,www.calstatela.edu,CA
250600,Saint Louis,Saint Louis University,www.slu.edu,MO
172200,Lebanon,McKendree University,www.mckendree.edu/prospective/admissions/index.aspx,IL
210600,Princess Anne,University of Maryland Eastern Shore,www.umes.edu,MD
345800,Sioux Falls,Augustana University,www.augie.edu,SD
219000,Worcester,Worcester State University,www.worcester.edu,MA
986200,Omaha,Clarkson College,www.clarksoncollege.edu/,NE
191800,Wichita,Friends University,www.friends.edu,KS
222100,Amherst,University of Massachusetts-Amherst,www.umass.edu,MA
359100,Abilene,McMurry University,ww2.mcm.edu,TX
365600,Arlington,The University of Texas at Arlington,WWW.UTA.EDU,TX
108800,Batesville,Lyon College,www.lyon.edu,AR
230800,Olivet,Olivet College,www.olivetcollege.edu,MI
192900,Salina,Kansas Wesleyan University,www.kwu.edu,KS
284200,Buffalo,SUNY Buffalo State,suny.buffalostate.edu/,NY
146900,Melbourne,Florida Institute of Technology,www.fit.edu,FL
933300,Springfield,University of Illinois at Springfield,www.uis.edu,IL
218100,Buzzards Bay,Massachusetts Maritime Academy,www.maritime.edu,MA
273200,Hempstead,Hofstra University,www.hofstra.edu,NY
359200,Wichita Falls,Midwestern State University,www.mwsu.edu,TX
184600,Sioux City,Briar Cliff University,www.briarcliff.edu,IA
337100,Philadelphia,Temple University,www.temple.edu,PA
3011300,San Marcos,California State University-San Marcos,www.csusm.edu,CA
250200,Bolivar,Southwest Baptist University,www.sbuniv.edu,MO
134200,Whittier,Whittier College,www.whittier.edu,CA
223400,Adrian,Adrian College,www.adrian.edu,MI
277700,Buffalo,Medaille College,www.medaille.edu,NY
170700,Romeoville,Lewis University,www.lewisu.edu,IL
147300,Clearwater,Clearwater Christian College,www.clearwater.edu,FL
382721,Montgomery,West Virginia University Institute of Technology,www.wvutech.edu,WV
974100,Richardson,The University of Texas at Dallas,www.utdallas.edu,TX
216100,Lowell,University of Massachusetts-Lowell,www.uml.edu,MA
110800,Fayetteville,University of Arkansas,www.uark.edu,AR
210200,Baltimore,University of Baltimore,www.ubalt.edu,MD
380800,Bethany,Bethany College,www.bethanywv.edu,WV
304900,Hiram,Hiram College,WWW.HIRAM.EDU,OH
294400,Mars Hill,Mars Hill University,www.mhu.edu,NC
269900,Potsdam,Clarkson University,www.clarkson.edu,NY
325900,Saint Davids,Eastern University,www.eastern.edu/about/student-consumer-information,PA
218500,Framingham,Framingham State University,www.framingham.edu/index.html,MA
210700,Stevenson,Stevenson University,www.stevenson.edu,MD
710900,Old Westbury,SUNY College at Old Westbury,www.oldwestbury.edu,NY
348100,Jefferson City,Carson-Newman University,www.cn.edu,TN
351100,Milligan College,Milligan College,www.milligan.edu,TN
212300,Worcester,Becker College,www.becker.edu,MA
282300,Queens,St John's University-New York,www.stjohns.edu,NY
258600,Nashua,Rivier University,www.rivier.edu,NH
383100,Wheeling,Wheeling Jesuit University,www.wju.edu,WV
290600,Boone,Appalachian State University,www.appstate.edu/,NC
232600,Dearborn,University of Michigan-Dearborn,www.umd.umich.edu/,MI
315100,Bartlesville,Oklahoma Wesleyan University,www.okwu.edu,OK
172400,Decatur,Millikin University,https://www.millikin.edu,IL
262902,Newark,Rutgers University-Newark,www.rutgers.edu,NJ
109800,Arkadelphia,Henderson State University,www.hsu.edu,AR
359900,Edinburg,The University of Texas Rio Grande Valley,www.utrgv.edu,TX
271300,Orangeburg,Dominican College of Blauvelt,www.dc.edu,NY
252400,Liberty,William Jewell College,www.jewell.edu,MO
295300,Raleigh,William Peace University,www.peace.edu,NC
322400,Portland,University of Portland,www.up.edu,OR
365200,Houston,University of Houston,www.uh.edu/,TX
239400,Winona,Winona State University,www.winona.edu,MN
241500,Clinton,Mississippi College,www.mc.edu,MS
212200,Longmeadow,Bay Path University,www.baypath.edu,MA
265100,Portales,Eastern New Mexico University-Main Campus,www.enmu.edu,NM
157200,Statesboro,Georgia Southern University,www.georgiasouthern.edu,GA
171000,Chicago,Loyola University Chicago,www.luc.edu,IL
262100,Newark,New Jersey Institute of Technology,www.njit.edu/,NJ
259700,Bloomfield,Bloomfield College,www.bloomfield.edu/,NJ
387500,Ashland,Northland College,www.northland.edu,WI
238900,Morris,University of Minnesota-Morris,www.morris.umn.edu/,MN
345100,Conway,Coastal Carolina University,www.coastal.edu,SC
253400,Billings,Rocky Mountain College,rocky.edu,MT
3101900,Jacksonville,Trinity Baptist College,www.tbc.edu,FL
146700,Daytona Beach,Bethune-Cookman University,www.cookman.edu,FL
181100,Richmond,Indiana University-East,www.iue.edu/,IN
141705,Groton,University of Connecticut-Avery Point,uconn.edu/,CT
259800,Caldwell,Caldwell University,www.caldwell.edu,NJ
335400,Philadelphia,Philadelphia University,www.philau.edu,PA
316500,Edmond,Oklahoma Christian University,www.oc.edu,OK
278200,Old Westbury,New York Institute of Technology,www.nyit.edu,NY
297500,Charlotte,University of North Carolina at Charlotte,www.uncc.edu,NC
368400,Burlington,Champlain College,www.champlain.edu,VT
319300,La Grande,Eastern Oregon University,www.eou.edu,OR
294200,Salisbury,Livingstone College,www.livingstone.edu,NC
251800,Kansas City,University of Missouri-Kansas City,www.umkc.edu/,MO
234600,Moorhead,Concordia College at Moorhead,www.concordiacollege.edu,MN
164100,Peoria,Bradley University,www.bradley.edu,IL
2136600,Milwaukee,Wisconsin Lutheran College,wlc.edu,WI
299000,Jamestown,University of Jamestown,www.uj.edu,ND
236500,Minneapolis,Minneapolis College of Art and Design,MCAD.EDU,MN
180100,Hanover,Hanover College,www.hanover.edu,IN
167800,Eureka,Eureka College,www.eureka.edu,IL
246300,Springfield,Evangel University,www.evangel.edu,MO
306900,Sylvania,Lourdes University,www.lourdes.edu,OH
304100,Defiance,Defiance College,www.defiance.edu,OH
934500,Galloway,Stockton University,www.stockton.edu,NJ
3724300,Redmond,DigiPen Institute of Technology,www.digipen.edu,WA
331300,Chester,Widener University-Main Campus,www.widener.edu,PA
200800,Ruston,Louisiana Tech University,www.latech.edu,LA
162400,Nampa,Northwest Nazarene University,www.nnu.edu,ID
223900,Grand Rapids,Aquinas College,www.aquinas.edu,MI
163900,Carlinville,Blackburn College,www.blackburn.edu,IL
136000,Denver,Metropolitan State University of Denver,www.msudenver.edu/,CO
383200,Milwaukee,Alverno College,www.alverno.edu,WI
344800,Columbia,University of South Carolina-Columbia,www.sc.edu/,SC
208300,Baltimore,Morgan State University,www.morgan.edu,MD
134500,Alamosa,Adams State University,www.adams.edu,CO
144300,Washington,Gallaudet University,www.gallaudet.edu,DC
359400,Denton,University of North Texas,www.unt.edu,TX
303000,Circleville,Ohio Christian University,www.ohiochristian.edu,OH
337903,Bradford,University of Pittsburgh-Bradford,www.upb.pitt.edu/,PA
340700,Providence,Rhode Island College,www.ric.edu,RI
344900,Aiken,University of South Carolina-Aiken,web.usca.edu,SC
313400,Pepper Pike,Ursuline College,www.ursuline.edu,OH
200300,Shreveport,Centenary College of Louisiana,www.centenary.edu,LA
376500,Norfolk,Norfolk State University,www.nsu.edu,VA
372100,Harrisonburg,James Madison University,www.jmu.edu/,VA
919200,Incline Village,Sierra Nevada College,www.sierranevada.edu,NV
369200,Northfield,Norwich University,www.norwich.edu,VT
141704,Waterbury,University of Connecticut-Tri-Campus,uconn.edu/,CT
307700,Oxford,Miami University-Oxford,www.miamioh.edu,OH
278800,Niagara University,Niagara University,www.niagara.edu,NY
281600,Loudonville,Siena College,www.siena.edu,NY
2066200,New York,The New School,www.newschool.edu/,NY
140200,Hamden,Quinnipiac University,www.quinnipiac.edu,CT
274800,Syracuse,Le Moyne College,www.lemoyne.edu,NY
115400,San Francisco,San Francisco State University,www.sfsu.edu,CA
332700,Slippery Rock,Slippery Rock University of Pennsylvania,www.sru.edu,PA
203200,New Orleans,Xavier University of Louisiana,www.xula.edu,LA
148100,Boca Raton,Florida Atlantic University,www.fau.edu/,FL
229000,East Lansing,Michigan State University,www.msu.edu,MI
364400,Lubbock,Texas Tech University,www.ttu.edu,TX
